sample_set,variant,seed,method,selected_model,count,ratio
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_hard_top1,DLinear,2087,0.4174
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_hard_top1,ES,405,0.081
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_hard_top1,NaiveForecaster,506,0.1012
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_hard_top1,PatchTST,1523,0.3046
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_raw_soft_fusion,CrossFormer,479,0.0958
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_raw_soft_fusion,DLinear,2087,0.4174
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_raw_soft_fusion,ES,405,0.081
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_raw_soft_fusion,NaiveForecaster,506,0.1012
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_raw_soft_fusion,PatchTST,1523,0.3046
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_hard_top1,CrossFormer,452,0.0904
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_hard_top1,DLinear,1863,0.3726
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_hard_top1,ES,1086,0.2172
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_hard_top1,NaiveForecaster,560,0.112
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_hard_top1,PatchTST,1039,0.2078
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_raw_soft_fusion,CrossFormer,452,0.0904
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_raw_soft_fusion,DLinear,1863,0.3726
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_raw_soft_fusion,ES,1086,0.2172
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_raw_soft_fusion,NaiveForecaster,560,0.112
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_raw_soft_fusion,PatchTST,1039,0.2078
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,18,film_panel_gated_mean_aux_hard_top1,CrossFormer,311,0.0622
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,18,film_panel_gated_mean_aux_hard_top1,DLinear,2228,0.4456
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,18,film_panel_gated_mean_aux_hard_top1,ES,1186,0.2372
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,18,film_panel_gated_mean_aux_hard_top1,NaiveForecaster,403,0.0806
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,18,film_panel_gated_mean_aux_hard_top1,PatchTST,872,0.1744
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,18,film_panel_gated_mean_aux_raw_soft_fusion,CrossFormer,311,0.0622
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,18,film_panel_gated_mean_aux_raw_soft_fusion,DLinear,2228,0.4456
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,18,film_panel_gated_mean_aux_raw_soft_fusion,ES,1186,0.2372
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,18,film_panel_gated_mean_aux_raw_soft_fusion,NaiveForecaster,403,0.0806
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,18,film_panel_gated_mean_aux_raw_soft_fusion,PatchTST,872,0.1744
round2_diagnostic_balanced_small,film_panel_lowrank_aux,16,film_panel_lowrank_aux_hard_top1,CrossFormer,579,0.1158
round2_diagnostic_balanced_small,film_panel_lowrank_aux,16,film_panel_lowrank_aux_hard_top1,DLinear,2607,0.5214
round2_diagnostic_balanced_small,film_panel_lowrank_aux,16,film_panel_lowrank_aux_hard_top1,ES,357,0.0714
round2_diagnostic_balanced_small,film_panel_lowrank_aux,16,film_panel_lowrank_aux_hard_top1,NaiveForecaster,555,0.111
round2_diagnostic_balanced_small,film_panel_lowrank_aux,16,film_panel_lowrank_aux_hard_top1,PatchTST,902,0.1804
round2_diagnostic_balanced_small,film_panel_lowrank_aux,16,film_panel_lowrank_aux_raw_soft_fusion,CrossFormer,579,0.1158
round2_diagnostic_balanced_small,film_panel_lowrank_aux,16,film_panel_lowrank_aux_raw_soft_fusion,DLinear,2607,0.5214
round2_diagnostic_balanced_small,film_panel_lowrank_aux,16,film_panel_lowrank_aux_raw_soft_fusion,ES,357,0.0714
round2_diagnostic_balanced_small,film_panel_lowrank_aux,16,film_panel_lowrank_aux_raw_soft_fusion,NaiveForecaster,555,0.111
round2_diagnostic_balanced_small,film_panel_lowrank_aux,16,film_panel_lowrank_aux_raw_soft_fusion,PatchTST,902,0.1804
round2_diagnostic_balanced_small,film_panel_lowrank_aux,17,film_panel_lowrank_aux_hard_top1,CrossFormer,414,0.0828
round2_diagnostic_balanced_small,film_panel_lowrank_aux,17,film_panel_lowrank_aux_hard_top1,DLinear,1884,0.3768
round2_diagnostic_balanced_small,film_panel_lowrank_aux,17,film_panel_lowrank_aux_hard_top1,ES,1128,0.2256
round2_diagnostic_balanced_small,film_panel_lowrank_aux,17,film_panel_lowrank_aux_hard_top1,NaiveForecaster,437,0.0874
round2_diagnostic_balanced_small,film_panel_lowrank_aux,17,film_panel_lowrank_aux_hard_top1,PatchTST,1137,0.2274
round2_diagnostic_balanced_small,film_panel_lowrank_aux,17,film_panel_lowrank_aux_raw_soft_fusion,CrossFormer,414,0.0828
round2_diagnostic_balanced_small,film_panel_lowrank_aux,17,film_panel_lowrank_aux_raw_soft_fusion,DLinear,1884,0.3768
round2_diagnostic_balanced_small,film_panel_lowrank_aux,17,film_panel_lowrank_aux_raw_soft_fusion,ES,1128,0.2256
round2_diagnostic_balanced_small,film_panel_lowrank_aux,17,film_panel_lowrank_aux_raw_soft_fusion,NaiveForecaster,437,0.0874
round2_diagnostic_balanced_small,film_panel_lowrank_aux,17,film_panel_lowrank_aux_raw_soft_fusion,PatchTST,1137,0.2274
round2_diagnostic_balanced_small,film_panel_lowrank_aux,18,film_panel_lowrank_aux_hard_top1,CrossFormer,238,0.0476
round2_diagnostic_balanced_small,film_panel_lowrank_aux,18,film_panel_lowrank_aux_hard_top1,DLinear,2265,0.453
round2_diagnostic_balanced_small,film_panel_lowrank_aux,18,film_panel_lowrank_aux_hard_top1,ES,1295,0.259
round2_diagnostic_balanced_small,film_panel_lowrank_aux,18,film_panel_lowrank_aux_hard_top1,NaiveForecaster,402,0.0804
round2_diagnostic_balanced_small,film_panel_lowrank_aux,18,film_panel_lowrank_aux_hard_top1,PatchTST,800,0.16
round2_diagnostic_balanced_small,film_panel_lowrank_aux,18,film_panel_lowrank_aux_raw_soft_fusion,CrossFormer,238,0.0476
round2_diagnostic_balanced_small,film_panel_lowrank_aux,18,film_panel_lowrank_aux_raw_soft_fusion,DLinear,2265,0.453
round2_diagnostic_balanced_small,film_panel_lowrank_aux,18,film_panel_lowrank_aux_raw_soft_fusion,ES,1295,0.259
round2_diagnostic_balanced_small,film_panel_lowrank_aux,18,film_panel_lowrank_aux_raw_soft_fusion,NaiveForecaster,402,0.0804
round2_diagnostic_balanced_small,film_panel_lowrank_aux,18,film_panel_lowrank_aux_raw_soft_fusion,PatchTST,800,0.16
round2_selection_small,film_mean_patch_aux,16,film_mean_patch_aux_hard_top1,CrossFormer,439,0.0878
round2_selection_small,film_mean_patch_aux,16,film_mean_patch_aux_hard_top1,DLinear,1865,0.373
round2_selection_small,film_mean_patch_aux,16,film_mean_patch_aux_hard_top1,ES,1680,0.336
round2_selection_small,film_mean_patch_aux,16,film_mean_patch_aux_hard_top1,NaiveForecaster,231,0.0462
round2_selection_small,film_mean_patch_aux,16,film_mean_patch_aux_hard_top1,PatchTST,785,0.157
round2_selection_small,film_mean_patch_aux,16,film_mean_patch_aux_raw_soft_fusion,CrossFormer,439,0.0878
round2_selection_small,film_mean_patch_aux,16,film_mean_patch_aux_raw_soft_fusion,DLinear,1865,0.373
round2_selection_small,film_mean_patch_aux,16,film_mean_patch_aux_raw_soft_fusion,ES,1680,0.336
round2_selection_small,film_mean_patch_aux,16,film_mean_patch_aux_raw_soft_fusion,NaiveForecaster,231,0.0462
round2_selection_small,film_mean_patch_aux,16,film_mean_patch_aux_raw_soft_fusion,PatchTST,785,0.157
round2_selection_small,film_mean_patch_aux,17,film_mean_patch_aux_hard_top1,CrossFormer,357,0.0714
round2_selection_small,film_mean_patch_aux,17,film_mean_patch_aux_hard_top1,DLinear,1991,0.3982
round2_selection_small,film_mean_patch_aux,17,film_mean_patch_aux_hard_top1,ES,160,0.032
round2_selection_small,film_mean_patch_aux,17,film_mean_patch_aux_hard_top1,NaiveForecaster,1636,0.3272
round2_selection_small,film_mean_patch_aux,17,film_mean_patch_aux_hard_top1,PatchTST,856,0.1712
round2_selection_small,film_mean_patch_aux,17,film_mean_patch_aux_raw_soft_fusion,CrossFormer,357,0.0714
round2_selection_small,film_mean_patch_aux,17,film_mean_patch_aux_raw_soft_fusion,DLinear,1991,0.3982
round2_selection_small,film_mean_patch_aux,17,film_mean_patch_aux_raw_soft_fusion,ES,160,0.032
round2_selection_small,film_mean_patch_aux,17,film_mean_patch_aux_raw_soft_fusion,NaiveForecaster,1636,0.3272
round2_selection_small,film_mean_patch_aux,17,film_mean_patch_aux_raw_soft_fusion,PatchTST,856,0.1712
round2_selection_small,film_mean_patch_aux,18,film_mean_patch_aux_hard_top1,CrossFormer,251,0.0502
round2_selection_small,film_mean_patch_aux,18,film_mean_patch_aux_hard_top1,DLinear,2207,0.4414
round2_selection_small,film_mean_patch_aux,18,film_mean_patch_aux_hard_top1,ES,1733,0.3466
round2_selection_small,film_mean_patch_aux,18,film_mean_patch_aux_hard_top1,NaiveForecaster,135,0.027
round2_selection_small,film_mean_patch_aux,18,film_mean_patch_aux_hard_top1,PatchTST,674,0.1348
round2_selection_small,film_mean_patch_aux,18,film_mean_patch_aux_raw_soft_fusion,CrossFormer,251,0.0502
round2_selection_small,film_mean_patch_aux,18,film_mean_patch_aux_raw_soft_fusion,DLinear,2207,0.4414
round2_selection_small,film_mean_patch_aux,18,film_mean_patch_aux_raw_soft_fusion,ES,1733,0.3466
round2_selection_small,film_mean_patch_aux,18,film_mean_patch_aux_raw_soft_fusion,NaiveForecaster,135,0.027
round2_selection_small,film_mean_patch_aux,18,film_mean_patch_aux_raw_soft_fusion,PatchTST,674,0.1348
round2_selection_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_hard_top1,CrossFormer,362,0.0724
round2_selection_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_hard_top1,DLinear,2132,0.4264
round2_selection_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_hard_top1,ES,296,0.0592
round2_selection_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_hard_top1,NaiveForecaster,277,0.0554
round2_selection_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_hard_top1,PatchTST,1933,0.3866
round2_selection_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_raw_soft_fusion,CrossFormer,362,0.0724
round2_selection_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_raw_soft_fusion,DLinear,2132,0.4264
round2_selection_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_raw_soft_fusion,ES,296,0.0592
round2_selection_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_raw_soft_fusion,NaiveForecaster,277,0.0554
round2_selection_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_raw_soft_fusion,PatchTST,1933,0.3866
round2_selection_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_hard_top1,CrossFormer,371,0.0742
round2_selection_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_hard_top1,DLinear,1921,0.3842
round2_selection_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_hard_top1,ES,1556,0.3112
round2_selection_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_hard_top1,NaiveForecaster,289,0.0578
round2_selection_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_hard_top1,PatchTST,863,0.1726
round2_selection_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_raw_soft_fusion,CrossFormer,371,0.0742
round2_selection_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_raw_soft_fusion,DLinear,1921,0.3842
round2_selection_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_raw_soft_fusion,ES,1556,0.3112
round2_selection_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_raw_soft_fusion,NaiveForecaster,289,0.0578
round2_selection_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_raw_soft_fusion,PatchTST,863,0.1726
round2_selection_small,film_panel_gated_mean_aux,18,film_panel_gated_mean_aux_hard_top1,CrossFormer,240,0.048
round2_selection_small,film_panel_gated_mean_aux,18,film_panel_gated_mean_aux_hard_top1,DLinear,2233,0.4466
round2_selection_small,film_panel_gated_mean_aux,18,film_panel_gated_mean_aux_hard_top1,ES,1623,0.3246
round2_selection_small,film_panel_gated_mean_aux,18,film_panel_gated_mean_aux_hard_top1,NaiveForecaster,190,0.038
round2_selection_small,film_panel_gated_mean_aux,18,film_panel_gated_mean_aux_hard_top1,PatchTST,714,0.1428
round2_selection_small,film_panel_gated_mean_aux,18,film_panel_gated_mean_aux_raw_soft_fusion,CrossFormer,240,0.048
round2_selection_small,film_panel_gated_mean_aux,18,film_panel_gated_mean_aux_raw_soft_fusion,DLinear,2233,0.4466
round2_selection_small,film_panel_gated_mean_aux,18,film_panel_gated_mean_aux_raw_soft_fusion,ES,1623,0.3246
round2_selection_small,film_panel_gated_mean_aux,18,film_panel_gated_mean_aux_raw_soft_fusion,NaiveForecaster,190,0.038
round2_selection_small,film_panel_gated_mean_aux,18,film_panel_gated_mean_aux_raw_soft_fusion,PatchTST,714,0.1428
round2_selection_small,film_panel_lowrank_aux,16,film_panel_lowrank_aux_hard_top1,CrossFormer,428,0.0856
round2_selection_small,film_panel_lowrank_aux,16,film_panel_lowrank_aux_hard_top1,DLinear,3232,0.6464
round2_selection_small,film_panel_lowrank_aux,16,film_panel_lowrank_aux_hard_top1,ES,280,0.056
round2_selection_small,film_panel_lowrank_aux,16,film_panel_lowrank_aux_hard_top1,NaiveForecaster,296,0.0592
round2_selection_small,film_panel_lowrank_aux,16,film_panel_lowrank_aux_hard_top1,PatchTST,764,0.1528
round2_selection_small,film_panel_lowrank_aux,16,film_panel_lowrank_aux_raw_soft_fusion,CrossFormer,428,0.0856
round2_selection_small,film_panel_lowrank_aux,16,film_panel_lowrank_aux_raw_soft_fusion,DLinear,3232,0.6464
round2_selection_small,film_panel_lowrank_aux,16,film_panel_lowrank_aux_raw_soft_fusion,ES,280,0.056
round2_selection_small,film_panel_lowrank_aux,16,film_panel_lowrank_aux_raw_soft_fusion,NaiveForecaster,296,0.0592
round2_selection_small,film_panel_lowrank_aux,16,film_panel_lowrank_aux_raw_soft_fusion,PatchTST,764,0.1528
round2_selection_small,film_panel_lowrank_aux,17,film_panel_lowrank_aux_hard_top1,CrossFormer,309,0.0618
round2_selection_small,film_panel_lowrank_aux,17,film_panel_lowrank_aux_hard_top1,DLinear,1891,0.3782
round2_selection_small,film_panel_lowrank_aux,17,film_panel_lowrank_aux_hard_top1,ES,1618,0.3236
round2_selection_small,film_panel_lowrank_aux,17,film_panel_lowrank_aux_hard_top1,NaiveForecaster,218,0.0436
round2_selection_small,film_panel_lowrank_aux,17,film_panel_lowrank_aux_hard_top1,PatchTST,964,0.1928
round2_selection_small,film_panel_lowrank_aux,17,film_panel_lowrank_aux_raw_soft_fusion,CrossFormer,309,0.0618
round2_selection_small,film_panel_lowrank_aux,17,film_panel_lowrank_aux_raw_soft_fusion,DLinear,1891,0.3782
round2_selection_small,film_panel_lowrank_aux,17,film_panel_lowrank_aux_raw_soft_fusion,ES,1618,0.3236
round2_selection_small,film_panel_lowrank_aux,17,film_panel_lowrank_aux_raw_soft_fusion,NaiveForecaster,218,0.0436
round2_selection_small,film_panel_lowrank_aux,17,film_panel_lowrank_aux_raw_soft_fusion,PatchTST,964,0.1928
round2_selection_small,film_panel_lowrank_aux,18,film_panel_lowrank_aux_hard_top1,CrossFormer,192,0.0384
round2_selection_small,film_panel_lowrank_aux,18,film_panel_lowrank_aux_hard_top1,DLinear,2226,0.4452
round2_selection_small,film_panel_lowrank_aux,18,film_panel_lowrank_aux_hard_top1,ES,1713,0.3426
round2_selection_small,film_panel_lowrank_aux,18,film_panel_lowrank_aux_hard_top1,NaiveForecaster,205,0.041
round2_selection_small,film_panel_lowrank_aux,18,film_panel_lowrank_aux_hard_top1,PatchTST,664,0.1328
round2_selection_small,film_panel_lowrank_aux,18,film_panel_lowrank_aux_raw_soft_fusion,CrossFormer,192,0.0384
round2_selection_small,film_panel_lowrank_aux,18,film_panel_lowrank_aux_raw_soft_fusion,DLinear,2226,0.4452
round2_selection_small,film_panel_lowrank_aux,18,film_panel_lowrank_aux_raw_soft_fusion,ES,1713,0.3426
round2_selection_small,film_panel_lowrank_aux,18,film_panel_lowrank_aux_raw_soft_fusion,NaiveForecaster,205,0.041
round2_selection_small,film_panel_lowrank_aux,18,film_panel_lowrank_aux_raw_soft_fusion,PatchTST,664,0.1328
round2_test_small,film_mean_patch_aux,16,film_mean_patch_aux_hard_top1,CrossFormer,250,0.05
round2_test_small,film_mean_patch_aux,16,film_mean_patch_aux_hard_top1,DLinear,354,0.0708
round2_test_small,film_mean_patch_aux,16,film_mean_patch_aux_hard_top1,ES,1999,0.3998
round2_test_small,film_mean_patch_aux,16,film_mean_patch_aux_hard_top1,NaiveForecaster,564,0.1128
round2_test_small,film_mean_patch_aux,16,film_mean_patch_aux_hard_top1,PatchTST,1833,0.3666
round2_test_small,film_mean_patch_aux,16,film_mean_patch_aux_raw_soft_fusion,CrossFormer,250,0.05
round2_test_small,film_mean_patch_aux,16,film_mean_patch_aux_raw_soft_fusion,DLinear,354,0.0708
round2_test_small,film_mean_patch_aux,16,film_mean_patch_aux_raw_soft_fusion,ES,1999,0.3998
round2_test_small,film_mean_patch_aux,16,film_mean_patch_aux_raw_soft_fusion,NaiveForecaster,564,0.1128
round2_test_small,film_mean_patch_aux,16,film_mean_patch_aux_raw_soft_fusion,PatchTST,1833,0.3666
round2_test_small,film_mean_patch_aux,17,film_mean_patch_aux_hard_top1,CrossFormer,217,0.0434
round2_test_small,film_mean_patch_aux,17,film_mean_patch_aux_hard_top1,DLinear,435,0.087
round2_test_small,film_mean_patch_aux,17,film_mean_patch_aux_hard_top1,ES,345,0.069
round2_test_small,film_mean_patch_aux,17,film_mean_patch_aux_hard_top1,NaiveForecaster,2155,0.431
round2_test_small,film_mean_patch_aux,17,film_mean_patch_aux_hard_top1,PatchTST,1848,0.3696
round2_test_small,film_mean_patch_aux,17,film_mean_patch_aux_raw_soft_fusion,CrossFormer,217,0.0434
round2_test_small,film_mean_patch_aux,17,film_mean_patch_aux_raw_soft_fusion,DLinear,435,0.087
round2_test_small,film_mean_patch_aux,17,film_mean_patch_aux_raw_soft_fusion,ES,345,0.069
round2_test_small,film_mean_patch_aux,17,film_mean_patch_aux_raw_soft_fusion,NaiveForecaster,2155,0.431
round2_test_small,film_mean_patch_aux,17,film_mean_patch_aux_raw_soft_fusion,PatchTST,1848,0.3696
round2_test_small,film_mean_patch_aux,18,film_mean_patch_aux_hard_top1,CrossFormer,290,0.058
round2_test_small,film_mean_patch_aux,18,film_mean_patch_aux_hard_top1,DLinear,570,0.114
round2_test_small,film_mean_patch_aux,18,film_mean_patch_aux_hard_top1,ES,2145,0.429
round2_test_small,film_mean_patch_aux,18,film_mean_patch_aux_hard_top1,NaiveForecaster,443,0.0886
round2_test_small,film_mean_patch_aux,18,film_mean_patch_aux_hard_top1,PatchTST,1552,0.3104
round2_test_small,film_mean_patch_aux,18,film_mean_patch_aux_raw_soft_fusion,CrossFormer,290,0.058
round2_test_small,film_mean_patch_aux,18,film_mean_patch_aux_raw_soft_fusion,DLinear,570,0.114
round2_test_small,film_mean_patch_aux,18,film_mean_patch_aux_raw_soft_fusion,ES,2145,0.429
round2_test_small,film_mean_patch_aux,18,film_mean_patch_aux_raw_soft_fusion,NaiveForecaster,443,0.0886
round2_test_small,film_mean_patch_aux,18,film_mean_patch_aux_raw_soft_fusion,PatchTST,1552,0.3104
round2_test_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_hard_top1,CrossFormer,238,0.0476
round2_test_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_hard_top1,DLinear,512,0.1024
round2_test_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_hard_top1,ES,531,0.1062
round2_test_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_hard_top1,NaiveForecaster,568,0.1136
round2_test_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_hard_top1,PatchTST,3151,0.6302
round2_test_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_raw_soft_fusion,CrossFormer,238,0.0476
round2_test_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_raw_soft_fusion,DLinear,512,0.1024
round2_test_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_raw_soft_fusion,ES,531,0.1062
round2_test_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_raw_soft_fusion,NaiveForecaster,568,0.1136
round2_test_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_raw_soft_fusion,PatchTST,3151,0.6302
round2_test_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_hard_top1,CrossFormer,225,0.045
round2_test_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_hard_top1,DLinear,466,0.0932
round2_test_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_hard_top1,ES,1947,0.3894
round2_test_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_hard_top1,NaiveForecaster,618,0.1236
round2_test_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_hard_top1,PatchTST,1744,0.3488
round2_test_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_raw_soft_fusion,CrossFormer,225,0.045
round2_test_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_raw_soft_fusion,DLinear,466,0.0932
round2_test_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_raw_soft_fusion,ES,1947,0.3894
round2_test_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_raw_soft_fusion,NaiveForecaster,618,0.1236
round2_test_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_raw_soft_fusion,PatchTST,1744,0.3488
round2_test_small,film_panel_gated_mean_aux,18,film_panel_gated_mean_aux_hard_top1,CrossFormer,250,0.05
round2_test_small,film_panel_gated_mean_aux,18,film_panel_gated_mean_aux_hard_top1,DLinear,609,0.1218
round2_test_small,film_panel_gated_mean_aux,18,film_panel_gated_mean_aux_hard_top1,ES,2007,0.4014
round2_test_small,film_panel_gated_mean_aux,18,film_panel_gated_mean_aux_hard_top1,NaiveForecaster,519,0.1038
round2_test_small,film_panel_gated_mean_aux,18,film_panel_gated_mean_aux_hard_top1,PatchTST,1615,0.323
round2_test_small,film_panel_gated_mean_aux,18,film_panel_gated_mean_aux_raw_soft_fusion,CrossFormer,250,0.05
round2_test_small,film_panel_gated_mean_aux,18,film_panel_gated_mean_aux_raw_soft_fusion,DLinear,609,0.1218
